FSV1,FSV2,FSV3,FSV4,RPM1,RPM22,RPM3,RPM4,CIN1,CIN2,CIN3,CIN4,POW
2.092655,1.9999016726745,2.05154724563422,2.25420021374178,360.559563,369.96366448579,403.141060137823,380.30954402182,50.767181,56.1889006161321,58.4865492247404,60.0899737173887,6.747321
2.447901,2.37812838664982,2.40808672019277,2.73294140906853,419.13704,455.297971068815,397.81440172489,501.510100517683,45.262539,43.5590921406024,55.3882004439342,37.7607290171738,6.993044
2.270121,2.2930571774483,2.33128195192242,2.13463851035369,369.931959,294.600995269292,334.422462397446,309.2347787588,53.226702,50.8271754075364,46.5788530125538,60.7834200365265,7.258096
2.174308,2.2863918707094,2.25036703475645,2.23954707733806,410.545677,387.618243078389,418.172820435163,667.032465689426,52.289741,45.3103784317934,49.6506591734881,36.2436884767392,7.913147
2.255866,2.26009664156639,2.26392133366511,2.35955543146275,343.376837,285.292171943677,312.035221486411,214.413384062614,54.983502,50.9352294418161,64.0154607640358,38.6763336738213,6.959446
2.227081,2.21202388874288,2.22856869471667,2.35871037736101,518.328238,621.234141435084,466.600435289138,707.45437363446,36.829896,31.1727427165187,37.8553319147838,42.6059447067326,7.036823
2.402675,2.38239618329292,2.32608454006204,2.38956554415317,535.510965,569.526026040859,464.908402470045,498.214742352282,21.487169,14.6833981421904,20.1486026549156,24.7613036320157,4.241494
2.180235,2.15910812537438,2.16908024184423,2.07590523256007,394.143983,307.375424796739,392.951833919971,381.616050250395,43.037258,39.1812312115274,35.3502360053775,45.3489182334057,6.252746
2.410718,2.42743832902502,2.36882500858841,2.52156985995806,444.130097,469.147149505553,361.559960196915,418.229685716482,43.388618,41.3012225490681,55.1502276004736,-1.09102781225256,7.103253
2.174308,2.1694039473536,2.20758190344866,2.26186869567022,357.435431,316.85811046502,354.799062065013,444.3779456152,55.100622,57.2435450372052,69.7520909258454,46.244095815929,7.259812
2.111073,2.12574156159713,2.06161275538472,2.06573599491356,399.611214,443.725675038269,425.597331731457,270.220242647955,49.01038,51.2759084779691,54.101771637266,49.267424193689,7.219332
1.209495,1.22409023598835,1.19498995695051,0.920908155231135,435.538734,364.770333651792,461.089864043905,378.369199444866,48.07342,49.5374846271683,37.589240799311,40.1331518265979,7.71797
2.120222,2.06792988086879,2.09381296136512,2.14659800924618,406.640511,349.204054235962,394.670382366603,302.22047380104,48.89326,59.3568265558229,59.6357474687859,32.366235144592,7.328767
2.255866,2.23234148121033,2.13853984733474,2.27290573486543,257.463206,308.202892733844,253.718276433803,217.424094953169,69.974868,80.9963314642703,82.4222846882676,111.729810858232,6.640924
2.135383,2.14539773414725,2.08764119721571,2.23283229492728,519.890304,522.99748899169,353.194031899594,781.461188735512,44.442699,51.9941196339606,53.4073375798168,51.4538175150261,8.516937
2.487123,2.43564522595899,2.53819974784397,2.55053233161417,369.931959,450.340916345297,329.775976142636,481.098773169688,46.550859,39.0082608797818,44.5198557590944,63.1015083693242,6.347765
2.312361,2.31600966548042,2.25585968140872,2.52665955457865,338.690639,310.547734999815,287.480625372316,443.73806954349,53.343822,56.2262001610497,51.2580886117757,37.6289194277278,6.65976
2.26443,2.24549078561476,2.28066795116216,2.16939744527845,540.197164,577.328413746574,548.247404648691,244.95861368231,31.793734,34.5841489513565,36.0838704329551,37.5163473618446,6.330895
2.24152,2.27816815053616,2.19377877868769,2.17882312320825,423.042205,475.985690933928,498.169329980293,605.232550468004,49.24462,40.2256259217738,45.9859198361742,39.9642624050005,7.679161
2.183192,2.16795858952047,2.18090301017735,2.2339830810841,457.407659,427.192141145487,365.900991918691,257.143073771082,45.965259,38.1680488913409,48.8290057352312,46.8187841808473,7.750049
1.885031,1.87466869943815,1.89623901017991,1.91095584445578,392.581917,412.167646450775,455.338097172741,261.876983837064,52.641102,45.3383550930723,42.1930222945242,62.4581645597217,7.617747
2.083385,2.09828209387283,2.14551674408068,2.12123046430989,443.349064,421.777911679238,389.257180765476,730.505726134002,42.451658,34.6246978747287,43.2179607389017,21.5628906794026,6.93764
2.287111,2.35921582845333,2.3232074876106,2.22627083014464,401.17328,465.502247325268,309.065597304337,532.530479123839,46.433739,50.2019252477249,58.1106591624367,39.5653500039811,6.866524
2.165388,2.16626971473762,2.24848959258833,2.33010501351222,489.430014,464.187009094637,451.461576335457,457.987196998264,34.955975,37.7830667958625,40.7368744943976,34.7904871347755,6.306426
2.153436,2.2111016019027,2.16473775007371,2.42733861036509,335.566506,282.025439155415,348.119780548031,446.529414264697,54.749262,48.5223311264019,52.352234318459,48.6212694090927,6.772175
2.007684,1.93638643611385,2.01318910349106,1.9908562493383,308.230351,331.486163508039,207.525086602492,254.238960330999,67.749587,70.7533071726457,62.6843382729318,87.7082541447732,7.697564
2.135383,2.24050149795242,2.12333255915322,2.26360456875005,311.354483,249.606469717238,261.415088956596,323.487508141286,66.929747,59.6284663928033,51.0739844685424,79.5808567976984,7.681492
2.023688,2.00560627350141,1.95486753927069,1.95535581046254,413.669809,399.72685011271,422.599252320021,678.774007531216,52.523982,51.5373024084914,51.9184831277393,46.1785426503026,8.009082
2.221279,2.24581750994264,2.26289651413643,2.2523634781035,412.888776,411.828800272874,416.030728934372,328.023922464319,44.794059,50.2879002624996,46.2317146828135,28.5851428745962,6.817494
2.309569,2.31239000748994,2.29977523108005,2.25201986631929,394.925016,553.469150465408,534.075704519945,176.556664199728,45.731019,37.7154489246194,39.1966628387662,37.9652085854166,6.65728
2.030055,1.98956072693847,2.1065340617623,2.04941117878345,428.509436,403.077422136952,478.131540964711,435.085425357509,43.271498,46.6313218576368,43.9410669748236,58.2794617781291,6.834923
2.010895,2.02279644151059,1.97816887332681,2.22324310916858,415.231875,403.882455656531,433.06542266891,564.750086656731,43.622858,41.4943838804636,47.3917568055696,44.0168734635104,6.676919
2.331811,2.32160258075695,2.26747849034372,2.45051943088998,430.071502,497.250534252081,472.174655510878,333.333629439122,42.568778,41.4375322363011,37.5101229396786,49.9571678315924,6.748436
2.348354,2.31864459502686,2.26174909113202,2.32722195955759,555.036792,640.424143888744,513.064634441798,471.093071721471,19.847489,8.51208307617341,36.8354625504142,15.5226432461515,4.060679
2.474118,2.40227609990322,2.46178127682064,2.46773887563584,610.490141,636.64393732565,585.179249862333,729.469824151264,10.946365,7.42919710120714,13.9704371863341,-7.12115290659028,2.463314
2.261579,2.26136992684092,2.26660797537701,2.23495507835852,206.696063,299.729031414795,26.3409669106366,332.857621630518,68.218067,61.7120314120323,71.2860610995814,48.9335708522432,5.1976
2.247269,2.25592631248788,2.17862233544383,2.27631230022965,467.561089,546.254726123467,468.140650857625,408.671245627867,42.334538,24.7292137489095,32.8294667377283,49.5755655925929,7.29633
2.450535,2.46166124351379,2.52099299962405,2.52965929232154,350.406134,277.506325460982,357.078830488805,64.3481820392674,51.001421,56.2046505485071,50.1404198399112,42.3584947969242,6.58757
2.295558,2.2505866549283,2.40362690440469,2.40945743050795,477.714518,504.946868702285,394.282254653854,464.757410519232,37.064136,42.006472809263,46.2062041651766,54.9397011389853,6.526699
2.272962,2.32531607799754,2.2261049003799,2.4584944914353,493.335179,531.496409709682,459.191101427297,903.673009153442,31.676614,30.3474492705213,23.0467859349917,36.8631128921822,5.760393
2.067842,2.02428249004217,2.22599860678995,2.05239157236504,445.692163,315.584037375942,417.255775615473,369.14569929281,38.938056,38.2827396232949,33.7643666191088,9.64021091999847,6.397062
2.001246,2.01591141211452,2.02592118703444,2.03388615920292,438.662866,567.198690775954,386.822469435492,408.418345365959,41.046217,39.226732775906,40.5824002236286,49.869174160663,6.637053
2.083385,2.07205915544646,2.03423013882149,2.29015911077595,448.035262,447.119648080103,413.199935766815,425.84520375509,41.280457,42.2371281967329,42.1019670171848,21.3828402227381,6.817544
2.232868,2.25020158196032,2.25771433408533,2.03592394275588,232.470151,208.654904015992,250.341609972299,287.660508731297,69.623508,70.3978625024126,68.2418260035662,65.4758447166958,5.966153
2.212548,2.2374825933529,2.20677983243572,2.36490206779057,343.376837,343.461295040939,271.002819463856,245.415946570159,45.262539,48.1349515414334,44.3961685443943,48.1940687510709,5.729031
2.26443,2.27854097560313,2.28242622525976,2.27802766511833,366.807827,327.28269037837,377.282511147714,458.717318482339,59.316944,53.9713612455022,59.9583784329232,61.2682877809256,8.020264
2.389211,2.35653105358886,2.39416449840573,2.29548256248057,500.364477,425.618572620616,434.539551373891,686.786994091779,23.36109,18.522261572734,19.4989559422017,25.1169245531671,4.308746
2.203782,2.2099874049409,2.1748952833893,2.08603331467362,455.06456,526.524613723392,527.985824207385,594.934800810263,32.379334,43.1115206208134,30.7025522109067,31.5966758596269,5.431405
2.141418,2.14439413399462,2.14438416522752,2.26161207736004,421.480139,433.15773958887,551.099831159458,494.082816337594,44.794059,39.8106361786773,35.779073455491,56.6165956807325,6.959352
2.238639,2.28392016026539,2.29542345381781,2.08767418869364,461.312824,534.330250764082,393.47504477675,554.883545891114,41.046217,49.5539027734784,29.5186994902454,48.7972778559764,6.979751
2.235755,2.22098293941095,2.25501898074681,2.1385969657669,388.676752,375.643530083931,349.733571502381,93.932172852884,53.929422,50.5712588783327,54.7748551998419,53.5829513880739,7.72655
2.055324,2.08729186896224,2.11118308583803,1.72391311969616,396.487082,370.622486125955,456.374433398123,325.908842605965,50.650061,45.0388952765093,57.9167454795142,31.6366008433157,7.402532
2.66253,2.66896070988726,2.57947899676218,2.66504357081999,458.188692,461.087027370834,442.2956600021,484.592055667125,40.694857,22.1885156610806,29.3114919566147,61.784435065202,6.87314
2.63329,2.61274646184032,2.6633708450646,2.59579746885548,537.854064,492.525156903863,428.865861662029,508.376311149338,30.739653,38.7978900953341,26.5211899160204,23.6969355627588,6.094453
1.975286,1.95695210708767,1.88673620344751,2.02077851882541,349.625101,387.266655670098,366.00552864175,422.529344179924,59.902544,55.3059388401061,66.1004072957721,63.3131431125434,7.720033
2.284288,2.2976052661849,2.20992933043288,2.2570640100509,234.032217,178.453284337572,220.194740364521,243.772009024559,71.497428,70.7814451537242,81.949600513402,88.8643505314014,6.1679
2.168365,2.19113802075676,2.2125178770519,2.19031394603631,334.00444,254.615008780542,254.592203718603,527.14785208787,50.532941,44.9072560340422,34.1798409375122,42.627384374426,6.221543
2.471508,2.55178084055857,2.50658707003994,2.43356813696803,301.201054,316.561043940136,334.400159153308,340.855478201581,69.389268,67.0051965729863,58.842219944979,53.3262068409552,7.704067
2.426723,2.35924542531199,2.382785708902,2.40565806113709,427.728403,379.128015156552,452.18628818196,333.521629228141,46.199499,37.5849961725963,37.124562130106,57.6839036720134,7.284112
2.424063,2.43569782179987,2.48103303506598,2.36060956224966,391.800884,503.813064840053,383.423065213148,395.618133729143,53.226702,57.4725023577946,65.1297685793404,66.0689296165036,7.687166
1.978549,2.00883858440971,1.94887157502149,2.02691480448085,412.107743,438.782481546749,253.106879842095,283.836672518404,50.298701,55.6650666050288,50.9067122630612,45.3529497661933,7.6408
1.750139,1.76615544090225,1.79049218367007,1.57989566309382,425.385304,502.477805951006,463.642716554462,331.303604528695,43.388618,44.739227793694,42.6409423406083,37.0114102103782,6.803456
2.447901,2.43782688458615,2.49271497485817,2.34129730574992,401.17328,416.214842070166,362.637654609064,367.249588336556,51.469901,53.7035787462712,55.5976036042218,59.1502261083241,7.611261
2.42938,2.36781878274835,2.50619328740916,2.53033745725047,683.126221,699.497005888025,633.737730161967,498.094496960639,11.531965,19.2968615838224,19.3731296988222,5.5307852491603,2.903859
2.039567,2.07383599065754,2.02674368344431,1.97169945867881,271.5218,307.079087021398,243.775027717569,160.652167784526,74.425429,76.5576422731546,81.3818659441693,69.1524411010748,7.448989
2.174308,2.15216380526845,2.21329679252596,2.11651933352732,381.647455,388.993797483863,409.669357521868,186.1450002412,51.938381,52.6339757687638,64.7125821576319,38.4263618377999,7.306713
2.026874,1.99735361939096,2.04843315797058,2.01787406186639,224.659821,183.646963011608,333.648315832694,274.219512394877,80.164311,80.39918286922,85.0591794735596,124.809532114665,6.638619
2.353842,2.35468261851451,2.42918748654244,2.27947321932311,405.859478,359.102211017724,459.239477021142,580.988513105092,48.65902,59.365822374995,52.0931706949713,36.3347504693738,7.279647
2.092655,2.02631171570209,2.10303120047514,1.95325840614152,394.925016,430.069311808339,418.800711517267,600.495496575662,49.01038,44.5248743204499,49.6306049582922,31.8343031374008,7.134672
2.180235,2.21980273121498,2.1774760762993,2.3127002246611,416.012908,316.474890830694,434.83473427993,381.009479012264,43.037258,42.8814162638146,47.0934024103274,56.1103025722789,6.599677
2.042728,1.98532218630424,2.03849930185665,2.19431034733621,423.823238,442.06629489696,395.745839801542,654.839931984415,43.271498,32.293722911737,46.6324172919238,22.4839007722879,6.760176
1.746449,1.72992350947414,1.73205061543816,1.79685373483852,301.982087,263.695113941783,292.567780949812,520.239636221651,62.362065,68.9999023322668,52.9574901788498,64.8469436998259,6.941814
2.340097,2.32832345338177,2.36124328335532,2.34184123159958,433.195635,456.830012505725,495.991581795268,606.297750026449,46.433739,40.5655771927054,27.5262213763923,31.5543266043217,7.414622
2.394605,2.427216921902,2.45509943010663,2.36029628983825,438.662866,412.612228566164,392.684058507581,586.419591200887,43.388618,48.7271421419665,37.5562400384475,52.7058772518351,7.015812
2.698634,2.65698721464538,2.74943471332633,2.77154034232717,573.000553,579.54320458224,659.258968824794,650.693064095495,24.180931,27.3085634150642,22.8503032497094,12.9203714013329,5.107394
2.20963,2.18617911617732,2.12486931881516,2.1527254721158,392.581917,405.650612093664,549.648524474396,395.299117459904,39.992137,32.2575415963399,55.3432747058193,11.5065546529398,5.787302
